ORGANIZATION_NAME,LOCATION_NAME,ADDRESS_1,ADDRESS_2,PHONE,EXT,CASE_MANAGEMENT,CRISIS_INTERVENTION,LEGAL_SERVICES,SAFETY_PLANNING,IMMIGRATION_SERVICES,EMERGENCY_OR_TRANSITIONAL_SHELTER,PERMANENT_HOUSING,HEALTH_CARE,MENTAL_HEALTH_COUNSELING,DRUG_ADDICTION_SCREENING_AND_TREATMENT,LANGUAGE_INTERPRETATION,PUBLIC_BENEFITS,JOB_TRAINING_AND_ECONOMIC_EMPOWERMENT,RESTORATIVE_JUSTICE,OTHER_SERVICE,INTIMATE_PARTNER_VIOLENCE,FAMILY_VIOLENCE,SEXUAL_ASSAULT,VIOLENT_CRIME,HATE_CRIME,PROPERTY/FINANCIAL_CRIMES,AGE_0-5,AGE_5-24,AGE_25-60,AGE_60+,ELIGIBILITY_CRITERIA,MAIN_HOURS_OF_OPERATION,WEEKEND_HOURS_OF_OPERATION,SPANISH,ARABIC,BENGALI,CHINESE,FRENCH,HAITIAN-CREOLE,ITALIAN,KOREAN,POLISH,RUSSIAN,URDU,YIDDISH,OTHER_LANGUAGE,WHEELCHAIR_ACCESS,REFERRAL_REQUIRED,ARAB_MIDDLE_EASTERN,ASIAN_PACIFIC_ISLANDER,BLACK_AFRICAN_AMERICAN_AFRICAN,CARIBBEAN_INDO-CARIBBEAN,HISPANIC_LATINO_A_X,SOUTH_ASIAN,JEWISH,HINDU,MUSLIM,SIKH,INDIGENOUS_FIRST_PEOPLE_AMERICAN_INDIAN_NATIVE_AMERICAN,LGBTQ+,TRANSGENDER_AND_GENDER_NONCONFORMING_FOCUS,PEOPLE_WITH_DISABILITIES,BOROUGH,X,Y,WEBSITE
Safe Horizon,"Crime Victim Assistance Program Brooklyn 66th Precinct ","5822 16th Avenue  ","Brooklyn, NY 11204",718-851-2130,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,Cantonese,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,Brooklyn,986633,167258,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 67th Precinct,2820 Snyder Avenue,"Brooklyn, NY  11226",718-287-3252,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,Brooklyn,998032,175598,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Brooklyn 68th Precinct ","333 65th Street ","Brooklyn, NY 11220",718-439-4020,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,1,,,,,,,,1,,,,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,Brooklyn,978016,172080,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Brooklyn 69th Precinct ","9720 Foster Avenue  ","Brooklyn, NY 11236",718-257-6275,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,1,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,Brooklyn,1010628,175515,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Brooklyn 70th Precinct ","154 Lawrence Avenue  ","Brooklyn, NY 11230",718-851-5569,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,Brooklyn,991547,168934,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Brooklyn 71st Precinct ","421 Empire Boulevard ","Brooklyn, NY 11225",718-735-5776,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,1,,,,,,,,,1,,,1,1,1,,,1,,1,,,1,,,Brooklyn,998747,181382,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Brooklyn 72nd Precinct ","830 4th Avenue  ","Brooklyn, NY 11232",718-965-6310,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,1,1,,,,,American Sign Language,1,,,1,1,1,1,,,,,1,,1,,1,Brooklyn,983964,179071,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 73rd Precinct,1470 E New York Avenue,"Brooklyn, NY 11212",718-495-6205,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,,,,1,1,1,,1,,1,1,,,,1,,Brooklyn,1008277,183618,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 75th Precinct,1000 Sutter Avenue,"Brooklyn, NY 11208",718-827-3502,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,1,Brooklyn,1017142,183795,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 76th Precinct,"191 Union Street ","Brooklyn, NY 11231",718-834-3376,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,1,,,Brooklyn,984160,188429,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Brooklyn 77th Precinct ","127 Utica Avenue ","Brooklyn, NY 11213",718-735-0678,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,1,,,,,,,,1,,,1,1,1,,,,,,,,,,,Brooklyn,1003606,185050,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Brooklyn 78th Precinct ","65 6th Avenue  ","Brooklyn, NY 11217",718-623-4184,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,1,,1,,,,,,,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,Brooklyn,991425,187357,https://www.safehorizon.org/
"Safe Horizon ",Crime Victim Assistance Program Brooklyn 79th Precinct,263 Tompkins Avenue,"Brooklyn, NY 11216",718-636-6790,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,Brooklyn,999635,190236,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Brooklyn 81st Precinct ","30 Ralph Avenue  ","Brooklyn, NY 11221",718-574-6336,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,,1,,1,1,1,1,1,1,,1,1,1,Brooklyn,1005216,190526,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 83rd Precinct,480 Knickerbocker Ave,"Brooklyn, NY 11237",718-574-0450,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,,1,1,1,Brooklyn,1006978,193548,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 84th Precinct,"301 Gold Street ","Brooklyn, NY 11201",718-875-6804,,1,1,,1,,,,,,,,,,,,1,1,1,1,,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,,1,1,1,Brooklyn,989013,192652,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Brooklyn 88th Precinct ","298 Classon Avenue  ","Brooklyn, NY 11205",718-636-3059,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,1,,,,,,,,1,,,,1,,1,1,1,1,1,1,,1,1,1,Brooklyn,995188,190691,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Brooklyn 90th Precinct ","211 Union Avenue  ","Brooklyn, NY 11211",718-782-1413,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,1,,,,,,1,1,1,1,1,1,,1,1,1,Brooklyn,997872,196575,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Brooklyn 94th Precinct ","100 Meserole Aveune ","Brooklyn, NY 11222",718-383-3057,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,Brooklyn,997227,204036,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Queens 100th Precinct,9224 Rockaway Beach Boulevard,"Rockaway Beach, NY 11693",718-318-6314,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,Queens,1035211,152996,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Queens 101th Precinct,16-12 Mott Avenue,"Far Rockaway, NY 11691",718-868-2442,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,Queens,1053678,159044,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Queens 102nd Precinct ",87-34 118th Street,"Richmond Hill, NY 11418",718-805-3260,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,1,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,Queens,1030954,193887,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Queens 103rd Precinct ","168-02 91st Avenue  ","Jamaica, NY 11434",718-657-8976,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,Queens,1041750,196939,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Queens 104th Precinct ","64-2 Catalpa Avenue  ","Ridgewood, NY 11385",718-386-3097,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,1,Queens,1013764,195875,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Queens 105th Precinct,92-08 222nd Street,"Queens Village, NY 11428",718-776-9121,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,Queens,1057635,203953,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Queens 106th Precinct ",103-53 101st Street,"Ozone Park, NY 11417",718-845-2212,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,1,,,,,,,,,,,1,,,,,,1,,,,1,1,,,,1,Queens,1028713,187853,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Queens 107th Precinct ",7101 Parsons Boulevard,"Flushing, NY 11365",718-969-8170,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,Queens,1036791,205267,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Queens 108th Precinct ","547 50th Avenue ","Long Island City, NY 11101",718-784-6807,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,1,,,,,,,,,,Hindi,1,,,,,,1,,,,1,,1,,1,,Queens,996793,210001,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Queens 109th Precinct ",37-05 Union Street,"Flushing, NY 11354",718-321-8229,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,1,,,,,1,,,1,,,,1,,,,Queens,1032199,217060,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Queens 110th Precinct ","9441 43rd Avenue  ","Corona, NY 11373",718-476-6473,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,1,,,1,,1,,,1,,,,1,1,,,Queens,1020251,210813,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Queens 111th Precinct ","45-06 215th Street ","Bayside, NY 11361",718-279-0225,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,1,,1,1,,1,,,,,1,,1,,,1,Queens,1048563,216314,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Queens 112th Precinct ","68-40 Austin Street ","Flushing, NY 11375",718-520-2852,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,1,1,,1,1,,,,,1,1,,,,Queens,1025446,202473,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Queens 113th Precinct ","167-02 Baisley Boulevard ","Jamaica, NY 11434",718-712-5695,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,1,,1,1,,1,,,,1,,,1,1,,,Queens,1046399,186972,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Queens 114th Precinct ",34-16 Astoria Boulevard  South,"Astoria, NY 11103",718-626-2007,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,1,,,,,,,,1,,Punjabi,1,,1,1,,1,,,,,,,1,,,1,Queens,1007653,219571,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Queens 115th Precinct ","92-15 Northern Boulevard ","Jackson Heights, NY 11372",718-533-2034,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Queens,1018699,215043,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Staten Island 120th Precinct,78 Richmond Terrace,"Staten Island, NY, 10301",718-867-8738,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Staten Island,962750,174155,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Staten Island 121st Precinct ","970 Richmond Avenue ","Staten Island, NY 10314",718-697-8704,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Staten Island,942386,166510,https://www.safehorizon.org/
Safe Horizon,"Crime Victim Assistance Program Staten Island 122nd Precinct ","2320 Hylan Boulevard ","Staten Island, NY 10306",718-667-3210,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Staten Island,954954,148346,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Staten Island 123rd Precinct,"116 Main Street ","Staten Island, NY 10307",718-948-9346,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,1,1,1,1,1,1,Staten Island,914725,125837,https://www.safehorizon.org/
Safe Horizon,"Staten Island Family Justice Center ","126 Stuyvesant Place ","Staten Island, NY 10301",718-697-4300,,1,1,1,1,1,,,,1,,1,,,1,,1,,1,,1,,1,1,1,1,"Serves survivors of intimate partner violence, elder abuse and/or sex trafficking",Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,Staten Island,962818,173610,https://www.safehorizon.org/
Safe Horizon,Police Service Area: PSA 1,2860 West 23rd Street,"Brooklyn, NY 11224",718-265-7310,,,,,,,,,,,,,,,,,,,,,1,,,,,,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,Brooklyn,986925,149224,https://www.safehorizon.org/
Safe Horizon,Police Service Area: PSA 2,560 Sutter Avenue,"Brooklyn, NY 12207",718-922-8056,,,,,,,,,,,,,,,,,,,,,,,,,,,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Brooklyn,1012428,182904,https://www.safehorizon.org/
Safe Horizon,Police Service Area: PSA 3,25 Central Avenue,"Brooklyn, NY 11206",718-386-5191,,,,,,,,,,,,,,,,,,,,,,,,,,,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,Brooklyn,1003034,195187,https://www.safehorizon.org/
"Safe Horizon ",Police Service Area: PSA 4,130 Avenue C,"New York, NY 10009",212- 253-6083,,,,,,,,,,,,,,,,,,,,,,,,,,,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,Manhattan,990457,203285,https://www.safehorizon.org/
Safe Horizon,Police Service Area: PSA 5,221 E 123rd Street,"New York, NY 10035",212-860-6507,,,,,,,,,,,,,,,,,,,,,,,,,,,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,Manhattan,1002089,231584,https://www.safehorizon.org/
"Safe Horizon ",Police Service Area: PSA 6,"2770 Frederick Douglass Boulevard ","New York, NY 10039",212-694-8132,,,,,,,,,,,,,,,,,,,,,,,,,,,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,Manhattan,1000772,239576,https://www.safehorizon.org/
"Safe Horizon ",Police Service Area: PSA 7,"737 Melrose Avenue ","Bronx, NY 10455",718-292-3909,,,,,,,,,,,,,,,,,,,,,,,,,,,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,Bronx,1007461,238273,https://www.safehorizon.org/
"Safe Horizon ",Police Service Area: PSA 8,2794 Randall Avenue,"Bronx, NY 10465",718-409-1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,Bronx,1032528,239268,https://www.safehorizon.org/
"Safe Horizon ",Police Service Area: PSA 9,"155-9 Jewel Avenue ","Flushing, NY 11367",718-969-9614,,,,,,,,,,,,,,,,,,,,,,,,,,,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,Queens,1036183,206847,https://www.safehorizon.org/
Sanctuary for Families,Bronx Family Justice Center,"198 E 161st Street, 2nd Floor","Bronx, NY 10451",718-508-1220,,1,1,1,1,1,,,,1,,1,,1,,Child Care Services,1,,,,,,1,1,1,1,"Serves survivors of intimate partner violence, sex trafficking, and related forms of gender violence",Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,"Japanese, Greek, Afrikaans, Twi",1,,,1,,1,1,1,1,1,1,1,,1,1,1,Bronx,1006186,240244,https://sanctuaryforfamilies.org/
Sanctuary for Families,Brooklyn Family Justice Center,350 Jay Street,"Brooklyn, NY 11201",718-250-5111,,1,,1,1,1,,,,,,1,,,,,1,,,,,,1,1,1,1,"Serves survivors of intimate partner violence, sex trafficking, and related forms of gender violence",Monday - Friday: 9 am - 5 pm,,1,,,,1,,,,,1,,,"Bambara, Portuguese",1,,1,1,,1,1,1,1,1,1,1,,1,1,1,Brooklyn,987687,192183,https://sanctuaryforfamilies.org/
Sanctuary for Families,Manhattan Family Justice Center,80 Centre Street,"Manhattan, NY 10013",212-602-2800,,1,1,1,1,1,,,,1,,1,,1,,Child Care Services,1,,,,,,1,1,1,1,"Serves survivors of intimate partner violence, sex trafficking, and related forms of gender violence",Monday - Friday: 9 am - 5 pm,,1,,1,,1,,,,,1,,,"Twi, Greek, Thai, Armenian",1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,Manhattan,983763,199873,https://sanctuaryforfamilies.org/
Sanctuary for Families,"Queens Family Justice Center ","126-02 82nd Avenue ","Kew Gardens, NY 11415",718-575-4545,,1,1,1,1,1,,,,1,,1,,,,Child Care Services,1,,,,,,1,1,1,1,"Serves survivors of intimate partner violence, sex trafficking, and related forms of gender violence",Monday - Friday: 9 am - 5 pm,,1,,,1,1,,1,,,,,,,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,Queens,1032459,199212,https://sanctuaryforfamilies.org/
